question,document_identifier
"I've been pulling my hair out trying to get Proxmox VE 7.2 to boot from my M.2 drive.I was able to select and install it to the drive via the Proxmox installer (after having to throw in a GPU because it changes video output to something that won't go over the VGA port midway trough setup).However the BIOS shows Proxmox in the boot options as unavailable, and when it tries to boot it does try the Proxmox install but it says boot failed.""Booting from proxmox""""Boot Failed: Proxmox""""No boot device available or Operating System detected.""""Please ensure a compatible bootable media is available""  I have updated the BIOS. (2.15.1)It is in UEFI mode.The NVME BIOS setting is set to non-RAID.I have tried ""Auto Discovery of Bifurcation"", ""Platform Default Bifurcation"", and ""manual 4X"" options.I've tried Slot disablement option ""boot driver disabled"" and ""enabled""The Drive is a Intel 660p Series M.2 2280 1TB PCIe NVMe 3.0 x4 on a Dell BOSS PCIe (2X) M.2 card (PN: 23PX6 NTRCY). I have found something about using Clover, but I am unsure if it will work for my newer 14G system, or if it is of any use to my situation. (I had a link to the article but it wouldn't let me post it)",doc_1518
"I've been running Windows Home Server on an old Dell Zion (yeah--pretty pokey), I see Dell has a great deal on an I3 PowerEdge T110 II. I did a lot of poking around in the online docs and manuals, but have a few unanswered questions: o Does the server have a built-in SATA controller? The manual shows 6 SATA connectors, but when I tried to configure the server for purchase, it was persistent about wanting me to chose a PERC controller card. If there is a motherboard controller, will it be adequate?  o Again, when trying to configure with UEFI boot, it indicated configuration conflicts. I'm ordering it without HDDs, but want to use an existing 4TB drive. I'll need to configure GBT and will need UEFI for that, I believe. Is this a problem? o Anyone aware of any issues with running Windows Home Server 2011 on this platform?They are selling the unit as diskless/OSless as the default configuration. That's fine, but I wanted to buy a couple of enterprise HDDs to go along with it. When I tried to configure the system with HDDs, that's when all the configuration conflicts came up. I'll try to call in tomorrow, but I find the community is usually more knowledgeable than the sales folks. It looks like I'll buy the unit diskless and add my own drives. Any recommendations for HDDs that are reasonably reliable (and less expensive that Dell's)? I'd like to run RAID 1.My ""adventure"" is about to begin. Thanks for the help!!Al",doc_1519
"I've been using this sever for a couple of years without any issues until I moved from Atlanta to Florida.  The unit was packed and moved very carefully and there were no incidents during the trip like locking up the breaks, flying across the median, huge pot holes, etc.When I first powered the unit after the move it has a high pitch squeal that's non-stop.  This happens as soon as the power is turned on and before the drives spin-up.  The drives are what I first thought but not after watching the power up sequence.  They are 6 ea, 2T SATA's off a PERC 6i running RAID 5.I've checked the logs and see nothing to indicate any issues, searched the web and the Dell forums without a hint of what may be going on.Has anybody heard of anything remotely related?  Any thoughts, suggestions, etc. please.",doc_1520
"I've bought a new nVidia Quadro NVS-290 (PCI-E x1) video card.It can successfully fit in any of the x8 slots.I've tried it in the n°5 as well as in n°1 slots.The card is well-seen by Windows 2008 R2 (driver installed and no error in the device manager).But when connecting a monitor on any of the VGA cable (there are 2 on the NVS 290), either before boot or after, I don't get a signal and the monitor always turns into powersaving mode...I've seen an option in the Unified Server Configurator where I can disable the on-board Matrox W200 video card.Is it the solution ?But I'm a bit afraid to do that, because if the nVidia still doesn't work, I won't have the onboard-card any more either (so, how to re-enable blindly the default card ?) !What's your opinion ?Thanks in advance.",doc_1521
"I've done a lot of research and can't find a supported CPU list for the R6415. I specifically wondering if the R6415 supports the AMD EPYC 7402p. Any help would be appreciated, thanks!",doc_1522
"I've got 2 identical new T350 servers.The first one went without issues, the second one is starting with higher fan noise, as soon as the OS, Windows Server 2022 Standard is starting. The hardware check showed the warning:""Systemboard Inlet Temp: Temperature Sensor LowNonCrit -> low.""In the log I can find that it was reasserted afterwards... but no any impacts...All Firmware incl. iDRAC has been updated, though on the first server also with the older iDRAC FW worked without problems...What is the issue?",doc_1523
"I've got a Dell PowerEdge 1800 that has been running fine for 10 years and I was planning to replace it in the fall.  Last night something happened and the Motherboard got a little toasty and the system died. I found a replacement MB and was looking for a new power supply to get the thing up and running and get some leeway to order a new one and get everything transferred over.  Dell has no clue about the power supply and I got tired of getting bounced around. Does anyone by any chance know the part # for this power supply?  I am trying to order it so it will be there tomorrow or the  day after and I didn't even think about the power supply afer I found a MB. I started to think about it after I got home. Help !!Thanks & Best Regards, Ricardo",doc_1524
"I've got a PER6415 running VMware ESXI 6.5 on USB drive. We want to upgrade to ESXi 7.0 but it does not support USB or SD cards anymore so we need to move it to a more persistent storage (SSD and so forth). I have 6 used front bay slots with 2.5"" SAS drives and 2 remaining slots that I dont want to use.My plan is to clone the existing ESXi image from he USB drive to an SSD drive and then attach to a PCIE SSD adapter. Is this possible and are there any specific PCIE SSD adapter that is bootable?",doc_1525
"I've got a PowerEdge 1000e with a bunch of blades plugged into it and it also has *six* M6220 ethernet switches on it.I've configured each server so that it has a distinct IP on each switch from the following subnets:A1 - public IPs (111.222.333.*, for example)A2 - private IP's (192.168.10.*)B1 - private IP's (192.168.20.*)B2 - private IP's (192.168.30.*)C1 - private IP's (192.168.40.*)C2 - private IP's (192.168.50.*)Each server A can ping any other server B on any of B's six IP's (so they can all ""see"" each other on all of the switch interfaces. Additionally, the CMC interface has a public IP, and it's plugged into switch A1 (the public IP switch).Now, when I want to use the iDRAC interface (to access, say, the console of one of the servers), it works *fine* (meaning that I'm able to user a browser on one of the blades to access the iDRAC console of any *other* blade) if I assign public IP's to the iDRAC interfaces. However, if I assign an address from any of the *private* subnets (because my public IP's are scarce), I'm not able to reach the iDRAC console.Are the iDRAC interfaces only tied to A1 or something, or is there a reason why I shouldn't be able to reach them via the other switches?",doc_1526
"I've got a PowerEdge R730xd that has just started randomly crashing. The TSR report shows: which indicates the QLogic Network cardBefore trying to replace the card we thought we could try to update the firmware, but I am unable to find the specific file download required. Can you please help me located the required file? Here are the Firmware levels as noted in the TSR: Thanks! ",doc_1527
